date_id,year,quarter,month,day
20231104,2023,Q4,11,4
20231105,2023,Q4,11,5
20231106,2023,Q4,11,6
20231107,2023,Q4,11,7
20231108,2023,Q4,11,8
20231109,2023,Q4,11,9
20231110,2023,Q4,11,10
20231111,2023,Q4,11,11
20231112,2023,Q4,11,12
20231113,2023,Q4,11,13
20231114,2023,Q4,11,14
20231115,2023,Q4,11,15
20231116,2023,Q4,11,16
20231117,2023,Q4,11,17
20231118,2023,Q4,11,18
20231119,2023,Q4,11,19
20231120,2023,Q4,11,20
20231121,2023,Q4,11,21
20231122,2023,Q4,11,22
20231123,2023,Q4,11,23
20231124,2023,Q4,11,24
20231125,2023,Q4,11,25
20231126,2023,Q4,11,26
20231127,2023,Q4,11,27
20231128,2023,Q4,11,28
20231129,2023,Q4,11,29
20231130,2023,Q4,11,30
20231201,2023,Q4,12,1
20231202,2023,Q4,12,2
20231203,2023,Q4,12,3
20231204,2023,Q4,12,4
20231205,2023,Q4,12,5
20231206,2023,Q4,12,6
20231207,2023,Q4,12,7
20231208,2023,Q4,12,8
20231209,2023,Q4,12,9
20231210,2023,Q4,12,10
20231211,2023,Q4,12,11
20231212,2023,Q4,12,12
20231213,2023,Q4,12,13
20231214,2023,Q4,12,14
20231215,2023,Q4,12,15
20231216,2023,Q4,12,16
20231217,2023,Q4,12,17
20231218,2023,Q4,12,18
20231219,2023,Q4,12,19
20231220,2023,Q4,12,20
20231221,2023,Q4,12,21
20231222,2023,Q4,12,22
20231223,2023,Q4,12,23
20231224,2023,Q4,12,24
20231225,2023,Q4,12,25
20231226,2023,Q4,12,26
20231227,2023,Q4,12,27
20231228,2023,Q4,12,28
20231229,2023,Q4,12,29
20231230,2023,Q4,12,30
20231231,2023,Q4,12,31
20240101,2024,Q1,1,1
20240102,2024,Q1,1,2
20240103,2024,Q1,1,3
20240104,2024,Q1,1,4
20240105,2024,Q1,1,5
20240106,2024,Q1,1,6
20240107,2024,Q1,1,7
20240108,2024,Q1,1,8
20240109,2024,Q1,1,9
20240110,2024,Q1,1,10
20240111,2024,Q1,1,11
20240112,2024,Q1,1,12
20240113,2024,Q1,1,13
20240114,2024,Q1,1,14
20240115,2024,Q1,1,15
20240116,2024,Q1,1,16
20240117,2024,Q1,1,17
20240118,2024,Q1,1,18
20240119,2024,Q1,1,19
20240120,2024,Q1,1,20
20240121,2024,Q1,1,21
20240122,2024,Q1,1,22
20240123,2024,Q1,1,23
20240124,2024,Q1,1,24
20240125,2024,Q1,1,25
20240126,2024,Q1,1,26
20240127,2024,Q1,1,27
20240128,2024,Q1,1,28
20240129,2024,Q1,1,29
20240130,2024,Q1,1,30
20240131,2024,Q1,1,31
20240201,2024,Q1,2,1
20240202,2024,Q1,2,2
20240203,2024,Q1,2,3
20240204,2024,Q1,2,4
20240205,2024,Q1,2,5
20240206,2024,Q1,2,6
20240207,2024,Q1,2,7
20240208,2024,Q1,2,8
20240209,2024,Q1,2,9
20240210,2024,Q1,2,10
20240211,2024,Q1,2,11
20240212,2024,Q1,2,12
20240213,2024,Q1,2,13
20240214,2024,Q1,2,14
20240215,2024,Q1,2,15
20240216,2024,Q1,2,16
20240217,2024,Q1,2,17
20240218,2024,Q1,2,18
20240219,2024,Q1,2,19
20240220,2024,Q1,2,20
20240221,2024,Q1,2,21
20240222,2024,Q1,2,22
20240223,2024,Q1,2,23
20240224,2024,Q1,2,24
20240225,2024,Q1,2,25
20240226,2024,Q1,2,26
20240227,2024,Q1,2,27
20240228,2024,Q1,2,28
20240229,2024,Q1,2,29
20240301,2024,Q1,3,1
20240302,2024,Q1,3,2
20240303,2024,Q1,3,3
20240304,2024,Q1,3,4
20240305,2024,Q1,3,5
20240306,2024,Q1,3,6
20240307,2024,Q1,3,7
20240308,2024,Q1,3,8
20240309,2024,Q1,3,9
20240310,2024,Q1,3,10
20240311,2024,Q1,3,11
20240312,2024,Q1,3,12
20240313,2024,Q1,3,13
20240314,2024,Q1,3,14
20240315,2024,Q1,3,15
20240316,2024,Q1,3,16
20240317,2024,Q1,3,17
20240318,2024,Q1,3,18
20240319,2024,Q1,3,19
20240320,2024,Q1,3,20
20240321,2024,Q1,3,21
20240322,2024,Q1,3,22
20240323,2024,Q1,3,23
20240324,2024,Q1,3,24
20240325,2024,Q1,3,25
20240326,2024,Q1,3,26
20240327,2024,Q1,3,27
20240328,2024,Q1,3,28
20240329,2024,Q1,3,29
20240330,2024,Q1,3,30
20240331,2024,Q1,3,31
20240401,2024,Q2,4,1
20240402,2024,Q2,4,2
20240403,2024,Q2,4,3
20240404,2024,Q2,4,4
20240405,2024,Q2,4,5
20240406,2024,Q2,4,6
20240407,2024,Q2,4,7
20240408,2024,Q2,4,8
20240409,2024,Q2,4,9
20240410,2024,Q2,4,10
20240411,2024,Q2,4,11
20240412,2024,Q2,4,12
20240413,2024,Q2,4,13
20240414,2024,Q2,4,14
20240415,2024,Q2,4,15
20240416,2024,Q2,4,16
20240417,2024,Q2,4,17
20240418,2024,Q2,4,18
20240419,2024,Q2,4,19
20240420,2024,Q2,4,20
20240421,2024,Q2,4,21
20240422,2024,Q2,4,22
20240423,2024,Q2,4,23
20240424,2024,Q2,4,24
20240425,2024,Q2,4,25
20240426,2024,Q2,4,26
20240427,2024,Q2,4,27
20240428,2024,Q2,4,28
20240429,2024,Q2,4,29
20240430,2024,Q2,4,30
20240501,2024,Q2,5,1
20240502,2024,Q2,5,2
20240503,2024,Q2,5,3
20240504,2024,Q2,5,4
20240505,2024,Q2,5,5
20240506,2024,Q2,5,6
20240507,2024,Q2,5,7
20240508,2024,Q2,5,8
20240509,2024,Q2,5,9
20240510,2024,Q2,5,10
20240511,2024,Q2,5,11
20240512,2024,Q2,5,12
20240513,2024,Q2,5,13
20240514,2024,Q2,5,14
20240515,2024,Q2,5,15
20240516,2024,Q2,5,16
20240517,2024,Q2,5,17
20240518,2024,Q2,5,18
20240519,2024,Q2,5,19
20240520,2024,Q2,5,20
20240521,2024,Q2,5,21
20240522,2024,Q2,5,22
20240523,2024,Q2,5,23
20240524,2024,Q2,5,24
20240525,2024,Q2,5,25
20240526,2024,Q2,5,26
20240527,2024,Q2,5,27
20240528,2024,Q2,5,28
20240529,2024,Q2,5,29
20240530,2024,Q2,5,30
20240531,2024,Q2,5,31
20240601,2024,Q2,6,1
20240602,2024,Q2,6,2
20240603,2024,Q2,6,3
20240604,2024,Q2,6,4
20240605,2024,Q2,6,5
20240606,2024,Q2,6,6
20240607,2024,Q2,6,7
20240608,2024,Q2,6,8
20240609,2024,Q2,6,9
20240610,2024,Q2,6,10
20240611,2024,Q2,6,11
20240612,2024,Q2,6,12
20240613,2024,Q2,6,13
20240614,2024,Q2,6,14
20240615,2024,Q2,6,15
20240616,2024,Q2,6,16
20240617,2024,Q2,6,17
20240618,2024,Q2,6,18
20240619,2024,Q2,6,19
20240620,2024,Q2,6,20
20240621,2024,Q2,6,21
20240622,2024,Q2,6,22
20240623,2024,Q2,6,23
20240624,2024,Q2,6,24
20240625,2024,Q2,6,25
20240626,2024,Q2,6,26
20240627,2024,Q2,6,27
20240628,2024,Q2,6,28
20240629,2024,Q2,6,29
20240630,2024,Q2,6,30
20240701,2024,Q3,7,1
20240702,2024,Q3,7,2
20240703,2024,Q3,7,3
20240704,2024,Q3,7,4
20240705,2024,Q3,7,5
20240706,2024,Q3,7,6
20240707,2024,Q3,7,7
20240708,2024,Q3,7,8
20240709,2024,Q3,7,9
20240710,2024,Q3,7,10
20240711,2024,Q3,7,11
20240712,2024,Q3,7,12
20240713,2024,Q3,7,13
20240714,2024,Q3,7,14
20240715,2024,Q3,7,15
20240716,2024,Q3,7,16
20240717,2024,Q3,7,17
20240718,2024,Q3,7,18
20240719,2024,Q3,7,19
20240720,2024,Q3,7,20
20240721,2024,Q3,7,21
20240722,2024,Q3,7,22
20240723,2024,Q3,7,23
20240724,2024,Q3,7,24
20240725,2024,Q3,7,25
20240726,2024,Q3,7,26
20240727,2024,Q3,7,27
20240728,2024,Q3,7,28
20240729,2024,Q3,7,29
20240730,2024,Q3,7,30
20240731,2024,Q3,7,31
20240801,2024,Q3,8,1
20240802,2024,Q3,8,2
20240803,2024,Q3,8,3
20240804,2024,Q3,8,4
20240805,2024,Q3,8,5
20240806,2024,Q3,8,6
20240807,2024,Q3,8,7
20240808,2024,Q3,8,8
20240809,2024,Q3,8,9
20240810,2024,Q3,8,10
20240811,2024,Q3,8,11
20240812,2024,Q3,8,12
20240813,2024,Q3,8,13
20240814,2024,Q3,8,14
20240815,2024,Q3,8,15
20240816,2024,Q3,8,16
20240817,2024,Q3,8,17
20240818,2024,Q3,8,18
20240819,2024,Q3,8,19
20240820,2024,Q3,8,20
20240821,2024,Q3,8,21
20240822,2024,Q3,8,22
20240823,2024,Q3,8,23
20240824,2024,Q3,8,24
20240825,2024,Q3,8,25
20240826,2024,Q3,8,26
20240827,2024,Q3,8,27
20240828,2024,Q3,8,28
20240829,2024,Q3,8,29
20240830,2024,Q3,8,30
20240831,2024,Q3,8,31
20240901,2024,Q3,9,1
20240902,2024,Q3,9,2
20240903,2024,Q3,9,3
20240904,2024,Q3,9,4
20240905,2024,Q3,9,5
20240906,2024,Q3,9,6
20240907,2024,Q3,9,7
20240908,2024,Q3,9,8
20240909,2024,Q3,9,9
20240910,2024,Q3,9,10
20240911,2024,Q3,9,11
20240912,2024,Q3,9,12
20240913,2024,Q3,9,13
20240914,2024,Q3,9,14
20240915,2024,Q3,9,15
20240916,2024,Q3,9,16
20240917,2024,Q3,9,17
20240918,2024,Q3,9,18
20240919,2024,Q3,9,19
20240920,2024,Q3,9,20
20240921,2024,Q3,9,21
20240922,2024,Q3,9,22
20240923,2024,Q3,9,23
20240924,2024,Q3,9,24
20240925,2024,Q3,9,25
20240926,2024,Q3,9,26
20240927,2024,Q3,9,27
20240928,2024,Q3,9,28
20240929,2024,Q3,9,29
20240930,2024,Q3,9,30
20241001,2024,Q4,10,1
20241002,2024,Q4,10,2
20241003,2024,Q4,10,3
20241004,2024,Q4,10,4
20241005,2024,Q4,10,5
20241006,2024,Q4,10,6
20241007,2024,Q4,10,7
20241008,2024,Q4,10,8
20241009,2024,Q4,10,9
20241010,2024,Q4,10,10
20241011,2024,Q4,10,11
20241012,2024,Q4,10,12
20241013,2024,Q4,10,13
20241014,2024,Q4,10,14
20241015,2024,Q4,10,15
20241016,2024,Q4,10,16
20241017,2024,Q4,10,17
20241018,2024,Q4,10,18
20241019,2024,Q4,10,19
20241020,2024,Q4,10,20
20241021,2024,Q4,10,21
20241022,2024,Q4,10,22
20241023,2024,Q4,10,23
20241024,2024,Q4,10,24
20241025,2024,Q4,10,25
20241026,2024,Q4,10,26
20241027,2024,Q4,10,27
20241028,2024,Q4,10,28
20241029,2024,Q4,10,29
20241030,2024,Q4,10,30
20241031,2024,Q4,10,31
20241101,2024,Q4,11,1
20241102,2024,Q4,11,2
20241103,2024,Q4,11,3
20241104,2024,Q4,11,4
20241105,2024,Q4,11,5
20241106,2024,Q4,11,6
20241107,2024,Q4,11,7
20241108,2024,Q4,11,8
20241109,2024,Q4,11,9
20241110,2024,Q4,11,10
20241111,2024,Q4,11,11
20241112,2024,Q4,11,12
20241113,2024,Q4,11,13
20241114,2024,Q4,11,14
20241115,2024,Q4,11,15
20241116,2024,Q4,11,16
20241117,2024,Q4,11,17
20241118,2024,Q4,11,18
20241119,2024,Q4,11,19
20241120,2024,Q4,11,20
20241121,2024,Q4,11,21
20241122,2024,Q4,11,22
20241123,2024,Q4,11,23
20241124,2024,Q4,11,24
20241125,2024,Q4,11,25
20241126,2024,Q4,11,26
20241127,2024,Q4,11,27
20241128,2024,Q4,11,28
20241129,2024,Q4,11,29
20241130,2024,Q4,11,30
20241201,2024,Q4,12,1
20241202,2024,Q4,12,2
20241203,2024,Q4,12,3
20241204,2024,Q4,12,4
20241205,2024,Q4,12,5
20241206,2024,Q4,12,6
20241207,2024,Q4,12,7
20241208,2024,Q4,12,8
20241209,2024,Q4,12,9
20241210,2024,Q4,12,10
20241211,2024,Q4,12,11
20241212,2024,Q4,12,12
20241213,2024,Q4,12,13
20241214,2024,Q4,12,14
20241215,2024,Q4,12,15
20241216,2024,Q4,12,16
20241217,2024,Q4,12,17
20241218,2024,Q4,12,18
20241219,2024,Q4,12,19
20241220,2024,Q4,12,20
20241221,2024,Q4,12,21
20241222,2024,Q4,12,22
20241223,2024,Q4,12,23
20241224,2024,Q4,12,24
20241225,2024,Q4,12,25
20241226,2024,Q4,12,26
20241227,2024,Q4,12,27
20241228,2024,Q4,12,28
20241229,2024,Q4,12,29
20241230,2024,Q4,12,30
20241231,2024,Q4,12,31
20250101,2025,Q1,1,1
20250102,2025,Q1,1,2
20250103,2025,Q1,1,3
20250104,2025,Q1,1,4
20250105,2025,Q1,1,5
20250106,2025,Q1,1,6
20250107,2025,Q1,1,7
20250108,2025,Q1,1,8
20250109,2025,Q1,1,9
20250110,2025,Q1,1,10
20250111,2025,Q1,1,11
20250112,2025,Q1,1,12
20250113,2025,Q1,1,13
20250114,2025,Q1,1,14
20250115,2025,Q1,1,15
20250116,2025,Q1,1,16
20250117,2025,Q1,1,17
20250118,2025,Q1,1,18
20250119,2025,Q1,1,19
20250120,2025,Q1,1,20
20250121,2025,Q1,1,21
20250122,2025,Q1,1,22
20250123,2025,Q1,1,23
20250124,2025,Q1,1,24
20250125,2025,Q1,1,25
20250126,2025,Q1,1,26
20250127,2025,Q1,1,27
20250128,2025,Q1,1,28
20250129,2025,Q1,1,29
20250130,2025,Q1,1,30
20250131,2025,Q1,1,31
20250201,2025,Q1,2,1
20250202,2025,Q1,2,2
20250203,2025,Q1,2,3
20250204,2025,Q1,2,4
20250205,2025,Q1,2,5
20250206,2025,Q1,2,6
20250207,2025,Q1,2,7
20250208,2025,Q1,2,8
20250209,2025,Q1,2,9
20250210,2025,Q1,2,10
20250211,2025,Q1,2,11
20250212,2025,Q1,2,12
20250213,2025,Q1,2,13
20250214,2025,Q1,2,14
20250215,2025,Q1,2,15
20250216,2025,Q1,2,16
20250217,2025,Q1,2,17
20250218,2025,Q1,2,18
20250219,2025,Q1,2,19
20250220,2025,Q1,2,20
20250221,2025,Q1,2,21
20250222,2025,Q1,2,22
20250223,2025,Q1,2,23
20250224,2025,Q1,2,24
20250225,2025,Q1,2,25
20250226,2025,Q1,2,26
20250227,2025,Q1,2,27
20250228,2025,Q1,2,28
20250301,2025,Q1,3,1
20250302,2025,Q1,3,2
20250303,2025,Q1,3,3
20250304,2025,Q1,3,4
20250305,2025,Q1,3,5
20250306,2025,Q1,3,6
20250307,2025,Q1,3,7
20250308,2025,Q1,3,8
20250309,2025,Q1,3,9
20250310,2025,Q1,3,10
20250311,2025,Q1,3,11
20250312,2025,Q1,3,12
20250313,2025,Q1,3,13
20250314,2025,Q1,3,14
20250315,2025,Q1,3,15
20250316,2025,Q1,3,16
20250317,2025,Q1,3,17
20250318,2025,Q1,3,18
20250319,2025,Q1,3,19
20250320,2025,Q1,3,20
20250321,2025,Q1,3,21
20250322,2025,Q1,3,22
20250323,2025,Q1,3,23
20250324,2025,Q1,3,24
20250325,2025,Q1,3,25
20250326,2025,Q1,3,26
20250327,2025,Q1,3,27
20250328,2025,Q1,3,28
20250329,2025,Q1,3,29
20250330,2025,Q1,3,30
20250331,2025,Q1,3,31
20250401,2025,Q2,4,1
20250402,2025,Q2,4,2
20250403,2025,Q2,4,3
20250404,2025,Q2,4,4
20250405,2025,Q2,4,5
20250406,2025,Q2,4,6
20250407,2025,Q2,4,7
20250408,2025,Q2,4,8
20250409,2025,Q2,4,9
20250410,2025,Q2,4,10
20250411,2025,Q2,4,11
20250412,2025,Q2,4,12
20250413,2025,Q2,4,13
20250414,2025,Q2,4,14
20250415,2025,Q2,4,15
20250416,2025,Q2,4,16
20250417,2025,Q2,4,17
20250418,2025,Q2,4,18
20250419,2025,Q2,4,19
20250420,2025,Q2,4,20
20250421,2025,Q2,4,21
20250422,2025,Q2,4,22
20250423,2025,Q2,4,23
20250424,2025,Q2,4,24
20250425,2025,Q2,4,25
20250426,2025,Q2,4,26
20250427,2025,Q2,4,27
20250428,2025,Q2,4,28
20250429,2025,Q2,4,29
20250430,2025,Q2,4,30
20250501,2025,Q2,5,1
20250502,2025,Q2,5,2
20250503,2025,Q2,5,3
20250504,2025,Q2,5,4
20250505,2025,Q2,5,5
20250506,2025,Q2,5,6
20250507,2025,Q2,5,7
20250508,2025,Q2,5,8
20250509,2025,Q2,5,9
20250510,2025,Q2,5,10
20250511,2025,Q2,5,11
20250512,2025,Q2,5,12
20250513,2025,Q2,5,13
20250514,2025,Q2,5,14
20250515,2025,Q2,5,15
20250516,2025,Q2,5,16
20250517,2025,Q2,5,17
20250518,2025,Q2,5,18
20250519,2025,Q2,5,19
20250520,2025,Q2,5,20
20250521,2025,Q2,5,21
20250522,2025,Q2,5,22
20250523,2025,Q2,5,23
20250524,2025,Q2,5,24
20250525,2025,Q2,5,25
20250526,2025,Q2,5,26
20250527,2025,Q2,5,27
20250528,2025,Q2,5,28
20250529,2025,Q2,5,29
20250530,2025,Q2,5,30
20250531,2025,Q2,5,31
20250601,2025,Q2,6,1
20250602,2025,Q2,6,2
20250603,2025,Q2,6,3
20250604,2025,Q2,6,4
20250605,2025,Q2,6,5
20250606,2025,Q2,6,6
20250607,2025,Q2,6,7
20250608,2025,Q2,6,8
20250609,2025,Q2,6,9
20250610,2025,Q2,6,10
20250611,2025,Q2,6,11
20250612,2025,Q2,6,12
20250613,2025,Q2,6,13
20250614,2025,Q2,6,14
20250615,2025,Q2,6,15
20250616,2025,Q2,6,16
20250617,2025,Q2,6,17
20250618,2025,Q2,6,18
20250619,2025,Q2,6,19
20250620,2025,Q2,6,20
20250621,2025,Q2,6,21
20250622,2025,Q2,6,22
20250623,2025,Q2,6,23
20250624,2025,Q2,6,24
20250625,2025,Q2,6,25
20250626,2025,Q2,6,26
20250627,2025,Q2,6,27
20250628,2025,Q2,6,28
20250629,2025,Q2,6,29
20250630,2025,Q2,6,30
20250701,2025,Q3,7,1
20250702,2025,Q3,7,2
20250703,2025,Q3,7,3
20250704,2025,Q3,7,4
20250705,2025,Q3,7,5
20250706,2025,Q3,7,6
20250707,2025,Q3,7,7
20250708,2025,Q3,7,8
20250709,2025,Q3,7,9
20250710,2025,Q3,7,10
20250711,2025,Q3,7,11
20250712,2025,Q3,7,12
20250713,2025,Q3,7,13
20250714,2025,Q3,7,14
20250715,2025,Q3,7,15
20250716,2025,Q3,7,16
20250717,2025,Q3,7,17
20250718,2025,Q3,7,18
20250719,2025,Q3,7,19
