order_id,customer_id,product_id,date_id,region_id,order_quantity,order_amount
297,100311,200008,20230616,16,2,22959.61
298,100006,200111,20240605,4,1,17864.76
299,100386,200011,20241006,6,1,8957.26
300,100473,200095,20240129,7,1,9176.78
301,100081,200112,20230925,20,2,13017.2
302,100398,200063,20241230,4,3,6431.53
303,100282,200086,20250719,20,1,5266.18
304,100394,200019,20250906,4,1,8800.79
305,100105,200090,20230130,1,1,11603.75
306,100228,200119,20240215,4,2,23375.61
307,100569,200072,20230612,7,1,7986.94
308,100485,200045,20241224,9,1,7861.07
309,100001,200116,20240401,14,1,9531.71
310,100334,200099,20241224,21,1,6997.55
311,100004,200012,20240703,19,2,15552.87
312,100092,200034,20231026,3,2,20532.54
313,100535,200005,20230201,4,1,10365.85
314,100118,200114,20241003,21,1,5651.77
315,100218,200106,20250221,8,2,29206.68
316,100482,200077,20250927,10,2,2243.34
317,100233,200071,20231110,3,1,27517.42
318,100244,200075,20250526,4,1,37903.86
319,100083,200100,20251215,8,1,14192.35
320,100517,200047,20250704,3,1,4320.44
321,100294,200071,20231021,3,1,3875.11
322,100214,200004,20230525,21,1,5600.12
323,100308,200022,20240418,9,2,22506.74
324,100217,200080,20231215,10,1,7300.63
325,100523,200090,20240813,13,1,14635.52
326,100467,200087,20230709,7,2,3414.9
327,100206,200119,20240804,10,2,25543.37
328,100038,200099,20230814,6,1,12142.12
329,100191,200051,20250620,3,1,3037.43
330,100116,200068,20230820,2,1,19731.26
331,100038,200073,20260204,2,1,4135.57
332,100175,200029,20240303,6,1,21691.87
333,100579,200083,20230325,7,1,5841.61
334,100135,200078,20231221,12,1,628.29
335,100413,200073,20240711,14,1,11192.12
336,100407,200033,20250625,3,2,64999.99
337,100486,200023,20260126,8,2,22413.32
338,100370,200080,20241219,21,1,4052.56
339,100401,200118,20231103,13,1,13364.6
340,100161,200024,20230412,13,2,13539.52
341,100069,200068,20240304,12,1,10385.26
342,100058,200086,20230715,4,2,5891.13
343,100049,200107,20260311,8,2,37748.44
344,100328,200030,20230717,2,1,7474.32
345,100578,200001,20260112,18,1,12491.8
346,100423,200074,20241203,12,1,18787.65
347,100233,200091,20241009,1,1,3595.15
348,100542,200082,20230825,9,3,22198.7
349,100403,200065,20251125,3,1,30667.02
350,100304,200084,20250512,21,3,4817.55
351,100317,200022,20250827,11,2,16214.18
352,100046,200032,20240910,18,2,13847.16
353,100584,200072,20230213,8,1,8038.15
354,100212,200081,20241113,5,2,19320.18
355,100590,200019,20230525,10,1,12097.93
356,100299,200078,20240620,9,1,7510.88
357,100575,200035,20240902,18,2,25173.4
358,100174,200105,20250312,9,2,24189.78
359,100180,200037,20230223,2,2,9105.74
360,100307,200099,20251016,8,1,5674.44
361,100600,200078,20250118,14,2,6520.09
362,100200,200109,20240822,1,1,12076.99
363,100044,200094,20240815,12,1,5625.92
364,100167,200110,20230414,5,1,4622.43
365,100469,200003,20260213,7,2,38164.3
366,100302,200042,20241118,4,1,17645.6
367,100093,200064,20250508,9,1,14759.15
368,100292,200094,20240508,7,1,2787.54
369,100395,200100,20250702,10,1,21794.51
370,100325,200054,20251115,16,4,4123.59
371,100029,200120,20250805,21,1,4295.88
372,100074,200047,20251109,1,2,7333.04
373,100366,200068,20240801,17,1,10800.8
374,100334,200042,20231120,3,2,14174.99
375,100232,200027,20230826,18,2,17758.09
376,100325,200050,20250913,19,2,6108.49
377,100048,200040,20231205,3,1,3956.11
378,100543,200078,20230716,2,3,14552.3
379,100377,200012,20240630,3,1,7447.08
380,100393,200078,20240307,7,1,7934.42
381,100031,200085,20230523,4,3,14104.37
382,100044,200109,20240725,1,1,5575.16
383,100283,200111,20230306,16,1,4661.54
384,100495,200113,20251230,6,2,27684.65
385,100553,200114,20251030,10,1,12269.72
386,100518,200104,20230819,10,1,13201.36
387,100553,200070,20250131,9,1,22309.91
388,100183,200102,20241231,14,2,18362.52
389,100044,200072,20241108,3,1,8018.38
390,100234,200030,20251029,12,2,22338.49
391,100442,200012,20250627,1,2,8710.47
392,100365,200106,20250829,14,1,6644.64
393,100529,200010,20251008,12,1,9782.88
394,100227,200021,20231203,2,2,11323.7
395,100535,200068,20250216,16,1,3546.99
396,100194,200069,20230629,6,1,29808.79
397,100567,200073,20230503,11,1,3925.55
398,100042,200001,20251010,14,2,32008.93
399,100283,200003,20240117,8,2,33700.46
400,100313,200090,20230601,15,1,13271.79
401,100182,200095,20230916,9,1,14425.29
402,100037,200049,20230624,20,2,9808.78
403,100118,200050,20241205,17,1,2647.52
404,100366,200014,20240824,10,2,15549.78
405,100261,200093,20250705,10,1,14847.8
406,100047,200019,20230127,21,2,7336.08
407,100167,200033,20240516,2,2,21307.94
408,100151,200018,20250427,19,1,4602.73
409,100284,200045,20251213,5,2,32116.75
410,100465,200036,20260325,6,1,22730.39
411,100527,200003,20240826,21,2,20034.7
412,100174,200002,20240807,15,2,32581.26
413,100012,200098,20230803,21,1,6954.96
414,100117,200044,20241210,4,1,13848.25
415,100220,200100,20251012,14,1,5687.08
416,100436,200016,20230805,8,2,17181.22
417,100450,200082,20241119,5,2,19269.72
418,100443,200047,20250603,4,1,7883.68
419,100599,200027,20231203,10,2,37959.08
420,100036,200021,20230410,6,1,13419.32
421,100061,200029,20230119,18,2,15038.55
422,100076,200083,20230623,18,2,7175.79
423,100389,200005,20250502,2,2,16972.38
424,100118,200070,20231006,20,1,14343.68
425,100535,200042,20251018,19,1,8565.11
426,100142,200042,20250115,2,2,17160.07
427,100569,200001,20240403,20,1,3139.79
428,100526,200027,20240915,10,1,13580.59
429,100090,200074,20240904,12,1,2883.53
430,100076,200109,20250110,10,1,13237.18
431,100448,200095,20250917,10,1,3618.86
432,100484,200115,20250414,1,1,10675.89
433,100535,200047,20251111,20,2,16920.87
434,100272,200024,20240412,9,1,11667.72
435,100438,200011,20260107,11,1,6719.76
436,100165,200093,20230729,16,1,3221.1
437,100359,200119,20230930,11,1,10525.49
438,100002,200120,20250827,17,2,14177.05
439,100249,200067,20240326,13,1,20976.06
440,100507,200084,20230408,2,1,3666.4
441,100180,200109,20230608,19,1,5148.49
442,100120,200053,20230519,13,4,10170.33
443,100335,200006,20240612,16,2,11875.87
444,100116,200049,20250411,21,2,7609.46
445,100200,200023,20250301,21,2,10374.38
446,100224,200114,20231106,5,1,6569.96
447,100558,200109,20240506,17,1,6420.64
448,100083,200080,20250311,18,1,2267.93
449,100284,200089,20260326,12,1,6456.46
450,100091,200066,20250201,13,1,19337.17
451,100029,200033,20230623,2,1,14355.31
452,100443,200010,20240114,17,1,5093.3
453,100374,200049,20230405,7,2,17167.75
454,100402,200069,20260215,12,1,15361.94
455,100450,200098,20250911,10,1,3169.32
456,100437,200101,20230902,7,2,22990.4
457,100157,200014,20240419,13,1,9117.65
458,100035,200005,20240209,15,1,7803.96
459,100033,200010,20260216,18,1,2842.81
460,100184,200120,20240308,14,2,14357.61
461,100548,200033,20231203,4,1,15626.67
462,100190,200080,20250731,4,2,16470.12
463,100242,200054,20230414,7,4,1142.0
464,100002,200104,20230118,10,2,22834.5
465,100585,200049,20251004,9,2,29495.9
466,100366,200059,20240204,16,3,3192.79
467,100242,200095,20230507,15,1,8132.06
468,100427,200102,20251004,8,1,18960.35
469,100163,200117,20251004,12,2,24726.32
470,100178,200004,20250620,8,2,35405.29
471,100053,200116,20250831,10,2,27411.09
472,100461,200036,20250527,15,2,33547.22
473,100378,200062,20230719,8,1,1143.46
474,100011,200085,20230423,7,3,15158.76
475,100535,200072,20241113,2,1,20418.29
476,100383,200092,20260103,7,1,4531.44
477,100590,200059,20250527,15,2,860.92
478,100256,200006,20260324,8,1,17790.82
479,100541,200104,20250307,15,1,17601.4
480,100422,200036,20250825,7,1,26073.8
481,100376,200117,20260224,8,2,18988.48
482,100326,200098,20230810,5,1,7025.4
483,100131,200020,20230512,19,1,7096.91
484,100228,200015,20251224,21,2,23495.92
485,100032,200012,20241119,9,1,10915.03
486,100501,200002,20241115,7,2,30665.67
487,100066,200017,20250821,2,1,5389.77
488,100287,200019,20250726,4,2,27906.53
489,100503,200111,20260111,6,1,17487.54
490,100354,200094,20241214,5,1,11220.6
491,100558,200009,20240821,11,1,8380.47
492,100407,200040,20230131,14,2,7980.53
493,100041,200047,20240129,4,1,3213.91
494,100376,200083,20231120,19,2,8191.9
495,100518,200091,20250704,1,1,8489.39
496,100102,200040,20251208,11,2,26979.36
497,100082,200042,20230219,8,1,6258.5
498,100444,200110,20240624,1,1,4893.83
499,100595,200024,20241124,3,1,15066.66
500,100581,200084,20240518,9,3,1040.24
501,100250,200093,20240324,3,1,13417.14
502,100449,200091,20240321,4,1,9516.18
503,100042,200046,20250317,5,2,11688.07
504,100581,200006,20260212,11,1,14532.86
505,100228,200059,20231129,5,1,854.92
506,100314,200028,20251125,5,1,30080.02
507,100460,200042,20250201,5,1,4409.66
508,100020,200049,20240616,12,2,21580.09
509,100558,200032,20241112,9,2,59615.59
510,100436,200042,20241012,6,1,8261.78
511,100365,200093,20240511,17,1,12224.19
512,100020,200011,20240612,19,1,5128.53
513,100176,200049,20260329,19,1,5058.26
514,100097,200113,20241003,2,1,12737.43
515,100329,200018,20230719,1,1,9995.65
516,100087,200103,20251115,9,1,27872.54
517,100544,200088,20231205,21,1,8382.34
518,100340,200030,20251007,16,2,31804.23
519,100321,200045,20240624,3,2,14468.09
520,100436,200030,20231103,6,2,47933.19
521,100087,200074,20230109,14,1,1977.02
522,100218,200118,20230828,4,1,8757.38
523,100129,200039,20240502,18,1,7408.3
524,100219,200079,20231230,15,2,2519.87
525,100393,200030,20240709,5,1,22948.02
526,100345,200031,20250901,18,2,26273.73
527,100020,200004,20250304,6,2,30172.14
528,100196,200003,20250129,4,2,18008.61
529,100088,200063,20250615,19,3,8530.07
530,100175,200006,20231231,1,2,7809.55
531,100352,200043,20260125,11,1,6436.89
532,100117,200061,20250629,10,1,3993.6
533,100238,200069,20230109,10,1,14551.23
534,100248,200097,20231110,4,1,7908.39
535,100410,200101,20240728,21,2,17494.04
536,100494,200052,20240331,13,4,8795.26
537,100406,200109,20250111,8,2,12690.82
538,100270,200030,20240828,7,1,16458.72
539,100112,200071,20240217,4,1,4517.81
540,100168,200013,20230414,10,2,21334.04
541,100562,200055,20230824,19,3,2452.9
542,100072,200045,20240830,17,1,4139.8
543,100573,200032,20260217,5,2,17252.72
544,100372,200007,20231206,20,2,8106.4
545,100145,200083,20250901,4,2,6897.13
546,100512,200034,20250310,10,1,9475.53
547,100597,200065,20230110,9,1,3887.87
548,100034,200037,20250109,2,1,9156.62
549,100057,200033,20230624,7,1,15790.96
550,100417,200114,20240116,20,2,6708.57
551,100413,200031,20230611,16,1,8826.54
552,100562,200067,20250925,13,1,10184.84
553,100431,200017,20251115,15,1,4495.87
554,100044,200009,20250603,8,2,21874.2
555,100497,200035,20240412,12,1,5287.39
556,100424,200005,20241104,9,2,39942.47
557,100405,200089,20230916,3,1,10413.99
558,100142,200084,20250711,19,2,1243.54
559,100317,200083,20230611,3,3,17460.12
560,100186,200080,20240503,13,3,15265.63
561,100080,200105,20230222,6,1,8897.96
562,100371,200009,20250627,21,1,6686.16
563,100270,200019,20250606,4,2,11015.81
564,100462,200071,20240726,14,1,3194.33
565,100312,200030,20230131,10,2,23985.04
566,100330,200059,20240102,18,1,644.28
567,100413,200118,20251230,20,2,8282.26
568,100069,200001,20240722,8,1,16437.58
569,100413,200110,20231210,1,1,6118.13
570,100287,200090,20240524,3,1,11220.91
571,100162,200090,20240112,10,1,14691.21
572,100101,200111,20240309,19,1,7723.48
573,100037,200116,20250715,10,1,7469.72
574,100156,200084,20230129,4,3,10759.88
575,100074,200114,20250422,12,2,9680.58
576,100246,200062,20240628,10,3,1804.31
577,100059,200082,20230110,7,2,6731.84
578,100554,200009,20230210,11,2,8623.51
579,100588,200080,20260126,9,2,18644.65
580,100062,200106,20230129,7,1,8209.37
581,100180,200085,20231218,5,3,14330.62
582,100299,200038,20240318,6,2,32390.84
583,100300,200118,20260303,7,1,9964.88
584,100211,200008,20240127,9,2,9648.57
585,100203,200109,20260322,17,2,21101.42
586,100049,200090,20240415,21,1,1769.25
587,100528,200039,20230520,20,2,19995.97
588,100264,200115,20231022,1,2,31335.98
589,100451,200046,20230130,7,1,8932.84
590,100234,200100,20250524,3,2,28278.74
591,100017,200043,20250118,14,2,23401.32
592,100537,200105,20240612,14,1,8163.2
593,100333,200017,20230705,5,2,15098.1
594,100463,200043,20240510,20,1,3829.58
595,100312,200057,20230127,2,3,2814.31
596,100587,200086,20230217,2,1,3236.75
597,100070,200068,20231207,9,1,24047.42
598,100295,200070,20240223,10,1,9912.05
599,100248,200052,20250613,5,4,13572.88
600,100093,200104,20230401,10,1,3569.81
601,100539,200098,20240504,14,1,8800.05
602,100216,200039,20250816,1,2,10919.2
603,100116,200049,20250605,9,1,12733.49
604,100491,200044,20251031,4,1,11652.91
605,100013,200048,20240427,9,2,12671.97
606,100406,200101,20230329,8,2,9146.38
607,100303,200022,20250915,15,1,4937.07
608,100499,200118,20260127,1,2,7457.99
609,100159,200065,20230212,10,1,15675.53
610,100132,200035,20250508,4,2,24363.4
611,100401,200118,20250126,2,2,26505.89
612,100032,200020,20240923,11,1,5371.98
613,100183,200069,20230325,20,1,9353.52
614,100225,200004,20240305,21,1,8138.36
615,100243,200102,20260117,6,1,8503.19
616,100067,200008,20250501,8,1,10306.3
617,100192,200002,20230125,11,1,9387.95
618,100492,200012,20250521,6,1,8204.8
619,100030,200096,20260121,19,1,10706.74
620,100447,200019,20240429,3,1,12714.26
621,100350,200009,20230330,3,2,21375.95
622,100484,200026,20251026,7,2,26803.11
623,100508,200103,20230306,8,1,4893.17
624,100250,200069,20260131,15,1,2897.12
625,100325,200107,20241121,13,1,10963.55
626,100117,200053,20230121,7,2,751.14
627,100028,200011,20260323,6,1,17938.27
628,100265,200055,20230810,6,3,6627.01
629,100541,200093,20251027,15,1,18414.25
630,100481,200100,20241102,14,1,9813.11
631,100173,200118,20250130,18,1,4574.31
632,100059,200060,20230604,11,4,2020.59
633,100236,200019,20230124,11,2,17036.44
634,100042,200116,20230803,4,1,7278.67
635,100395,200108,20250110,1,2,26910.59
636,100089,200112,20240401,8,2,13535.88
637,100201,200018,20251105,19,2,15885.85
638,100043,200066,20250505,1,1,29122.02
639,100494,200109,20230518,13,2,4761.37
640,100430,200033,20251209,11,2,40448.5
641,100050,200052,20250711,1,1,1751.53
642,100165,200082,20260211,20,1,2085.81
643,100585,200109,20241003,20,2,4911.16
644,100211,200062,20250805,4,4,8475.88
645,100469,200051,20250313,19,1,7656.83
646,100237,200099,20260326,15,1,3947.17
647,100054,200099,20230903,13,1,10744.6
648,100002,200054,20241124,3,4,12295.27
649,100241,200038,20260218,18,2,14808.51
650,100395,200079,20230428,15,3,10618.7
651,100334,200042,20240512,7,2,30671.18
652,100353,200091,20260308,16,1,2374.71
653,100367,200070,20240502,2,1,24877.92
654,100018,200042,20230908,11,2,15578.82
655,100593,200070,20240720,12,1,14106.83
656,100507,200025,20251103,3,2,27387.29
657,100453,200085,20230420,1,2,4123.05
658,100029,200061,20240324,4,1,2923.53
659,100100,200084,20231004,11,3,17213.81
660,100471,200030,20251118,13,1,21317.57
661,100459,200009,20240424,13,2,14798.06
662,100357,200008,20230817,19,1,5464.61
663,100481,200018,20241108,8,2,12618.74
664,100362,200068,20230609,14,1,5645.24
